小区名称,户型,面积(㎡),详情链接,成交日期,成交总价(万),成交单价(元/平),朝向,装修,楼层信息,建成年代,房屋结构,挂牌价(万),成交周期(天)
"阳曲路650弄","2室1厅","54.69","https://sh.ke.com/chengjiao/107109157375.html","2024.04.06","269","49187","南","简装","高楼层(共6层)","1994","板楼","298","34"
"共和新路4699弄","2室1厅","63.14","https://sh.ke.com/chengjiao/107109403711.html","2024.04.03","240","38011","南 北","简装","中楼层(共6层)","1996","板楼","255","3"
"保德路425弄","2室1厅","52.96","https://sh.ke.com/chengjiao/107109344194.html","2024.04.03","230","43430","南","精装","高楼层(共6层)","1988","板楼","238","10"
"临汾路1565弄","1室1厅","43.77","https://sh.ke.com/chengjiao/107108864505.html","2024.04.02","151","34499","南","简装","低楼层(共6层)","1994","板楼","165","87"
"共康四村","2室1厅","64.99","https://sh.ke.com/chengjiao/107109281918.html","2024.04.02","276","42469","南","精装","高楼层(共6层)","1995","板楼","300","17"
"保德路1010弄","1室0厅","35.16","https://sh.ke.com/chengjiao/107109322737.html","2024.03.31","139","39534","南","精装","高楼层(共6层)","1992","板楼","158","10"
"新汾小区","2室1厅","53.65","https://sh.ke.com/chengjiao/107109324089.html","2024.03.31","258","48090","南 北","精装","高楼层(共6层)","1991","板楼","270","10"
"共康四村","2室1厅","58.87","https://sh.ke.com/chengjiao/107109022326.html","2024.03.31","246","41787","南 北","简装","高楼层(共6层)","1995","板楼","265","42"
"临汾花园","3室2厅","103.98","https://sh.ke.com/chengjiao/107109218920.html","2024.03.30","516","49625","南 北","简装","低楼层(共6层)","1997","板楼","550","21"
"共康四村","2室1厅","62.81","https://sh.ke.com/chengjiao/107109038589.html","2024.03.28","262","41714","南","简装","低楼层(共6层)","1995","板楼","310","38"
"临汾名城北区(汾西路88弄)","2室2厅","99.95","https://sh.ke.com/chengjiao/107108734218.html","2024.03.25","678","67834","南","精装","高楼层(共13层)","2006","板楼","720","99"
"临汾路1565弄","1室1厅","40.33","https://sh.ke.com/chengjiao/107109305349.html","2024.03.25","156","38681","南","毛坯","中楼层(共6层)","1994","板楼","165","6"
"彭新小区","1室0厅","45.38","https://sh.ke.com/chengjiao/107108607906.html","2024.03.24","205","45175","南","简装","中楼层(共10层)","1986","板楼","218","115"
"阳曲小区","1室1厅","42.26","https://sh.ke.com/chengjiao/107108816933.html","2024.03.23","170","40228","南","简装","低楼层(共6层)","1987","板楼","188","85"
"保德路241弄","2室1厅","60.69","https://sh.ke.com/chengjiao/107108778377.html","2024.03.23","225","37074","南","简装","高楼层(共6层)","1994","板楼","248","91"
"临汾路1320弄","2室1厅","43.54","https://sh.ke.com/chengjiao/107109274078.html","2024.03.23","191","43868","南","精装","高楼层(共6层)","1995","板楼","195","7"
"芳苑小区","3室1厅","77.88","https://sh.ke.com/chengjiao/107108508515.html","2024.03.23","328","42117","南 西 北","简装","低楼层(共12层)","1996","塔楼","330","127"
"景凤小区","1室1厅","42.86","https://sh.ke.com/chengjiao/107108982016.html","2024.03.23","183","42698","南 北","精装","中楼层(共6层)","1993","板楼","190","56"
"康平小区","1室0厅","30.43","https://sh.ke.com/chengjiao/107108707209.html","2024.03.22","147","48308","南","毛坯","低楼层(共6层)","1986","板楼","156","100"
"岭南路700弄","2室0厅","38.33","https://sh.ke.com/chengjiao/107109080119.html","2024.03.20","160","41743","南","简装","高楼层(共6层)","1990","板楼","169","26"
"和源名城","2室1厅","63.26","https://sh.ke.com/chengjiao/107108871119.html","2024.03.19","262","41417","南","简装","高楼层(共34层)","2014","板楼","290","73"
"临汾路1320弄","2室1厅","49.25","https://sh.ke.com/chengjiao/107107913871.html","2024.03.19","205","41625","北 南","简装","中楼层(共6层)","1995","板楼","220","201"
"金泉苑(闸北)","2室1厅","64.9","https://sh.ke.com/chengjiao/107108835602.html","2024.03.18","315","48537","南","精装","高楼层(共6层)","1999","板楼","338","77"
"和源名城","2室2厅","83.08","https://sh.ke.com/chengjiao/107108290925.html","2024.03.18","440","52962","南 北","简装","中楼层(共34层)","2014","板楼","475","152"
"泉灵小区","1室1厅","41.26","https://sh.ke.com/chengjiao/107108733838.html","2024.03.17","180","43626","南","简装","中楼层(共6层)","1995","板楼","199","91"
"泉灵小区","1室1厅","41.26","https://sh.ke.com/chengjiao/107108832843.html","2024.03.17","180","43626","南","精装","高楼层(共6层)","1995","板楼","185","76"
"康泉小区","1室1厅","46.57","https://sh.ke.com/chengjiao/107108561645.html","2024.03.16","170","36505","南","精装","高楼层(共6层)","1993","板楼","190","113"
"新汾小区","1室1厅","41.6","https://sh.ke.com/chengjiao/107108038128.html","2024.03.16","165","39664","南 北","简装","高楼层(共6层)","1990","板楼","178","185"
"和新小区","1室1厅","38.01","https://sh.ke.com/chengjiao/107109017338.html","2024.03.15","183","48146","南","精装","中楼层(共6层)","1975","板楼","205","28"
"共康四村","2室1厅","59.18","https://sh.ke.com/chengjiao/107108623629.html","2024.03.15","265","44779","南","精装","低楼层(共6层)","1995","板楼","299","103"
"和源名城","1室1厅","56.82","https://sh.ke.com/chengjiao/107107338175.html","2024.03.13","298","52447","南","精装","中楼层(共34层)","2011","板楼","310","274"
"和源名城","2室1厅","70.78","https://sh.ke.com/chengjiao/107108411711.html","2024.03.11","408","57644","南 北","毛坯","低楼层(共32层)","2011","板楼","425","129"
"康泉小区","2室1厅","72.08","https://sh.ke.com/chengjiao/107107921088.html","2024.03.11","330","45783","南 西","简装","低楼层(共6层)","1993","板楼","358","193"
"共康四村","2室1厅","57.78","https://sh.ke.com/chengjiao/107108310452.html","2024.03.10","261","45172","南","精装","高楼层(共6层)","1995","板楼","278","142"
"阳曲路570弄","1室0厅","34.32","https://sh.ke.com/chengjiao/107108136358.html","2024.03.10","140","40793","南","毛坯","高楼层(共4层)","1993","板楼","158","166"
"共康四村","2室1厅","53.94","https://sh.ke.com/chengjiao/107106907069.html","2024.03.10","246","45607","南","简装","中楼层(共6层)","1997","板楼","253","333"
"共康四村","1室1厅","38.04","https://sh.ke.com/chengjiao/107109075168.html","2024.03.10","165","43376","南","精装","高楼层(共6层)","1994","板楼","178","17"
"临汾路1565弄","1室1厅","43.77","https://sh.ke.com/chengjiao/107108519162.html","2024.03.10","172","39297","南","精装","高楼层(共6层)","1994","板楼","177","113"
"恒安小区","2室1厅","69.13","https://sh.ke.com/chengjiao/107107586148.html","2024.03.09","305","44120","南","简装","中楼层(共14层)","1990","塔楼","310","237"
"彭五小区","1室0厅","26.58","https://sh.ke.com/chengjiao/107108885856.html","2024.03.07","136","51167","南","精装","中楼层(共5层)","1982","板楼","136","57"
"三泉家园","2室2厅","85.45","https://sh.ke.com/chengjiao/107107941349.html","2024.03.06","485","56759","南 北","精装","高楼层(共6层)","2001","板楼","509","186"
"彭顺小区","2室0厅","45.36","https://sh.ke.com/chengjiao/107109151643.html","2024.03.05","230","50706","南","简装","中楼层(共5层)","1978","板楼","240","3"
"阳景小区","1室1厅","34.71","https://sh.ke.com/chengjiao/107108677616.html","2024.03.05","142.5","41055","南","精装","低楼层(共6层)","1993","板楼","153","86"
"保德路241弄","2室1厅","49.63","https://sh.ke.com/chengjiao/107109027552.html","2024.03.05","215","43321","南","简装","中楼层(共6层)","1994","板楼","240","16"
"共康四村","2室1厅","67.13","https://sh.ke.com/chengjiao/107107747941.html","2024.03.04","238","35454","南","简装","高楼层(共6层)","1995","板楼","269","209"
"彭三小区","1室1厅","53.17","https://sh.ke.com/chengjiao/107108519922.html","2024.03.04","285","53602","南","简装","中楼层(共18层)","2023","N/A","320","106"
"三泉公寓","2室1厅","74.4","https://sh.ke.com/chengjiao/107108719069.html","2024.03.03","326","43818","南 西 北","精装","高楼层(共6层)","1999","板楼","337","79"
"彭顺小区","2室1厅","59.89","https://sh.ke.com/chengjiao/107108994089.html","2024.03.03","246","41076","南","精装","高楼层(共6层)","1994","板楼","253","33"
"阳曲路470弄","2室1厅","47.98","https://sh.ke.com/chengjiao/107107662186.html","2024.03.03","243","50647","南","精装","高楼层(共6层)","1991","板楼","262","219"
"平保小区","2室1厅","53.81","https://sh.ke.com/chengjiao/107108744196.html","2024.03.03","270","50177","南","毛坯","低楼层(共6层)","1991","板楼","285","75"
"共康四村","2室1厅","63.08","https://sh.ke.com/chengjiao/107108014409.html","2024.03.02","275","43596","南 北","精装","高楼层(共6层)","1995","板楼","299","174"
"彭五小区","2室0厅","45.58","https://sh.ke.com/chengjiao/107109078680.html","2024.03.02","257","56385","南","毛坯","低楼层(共6层)","1981","板楼","260","8"
"康平小区","2室0厅","44.34","https://sh.ke.com/chengjiao/107108849832.html","2024.03.02","218","49166","南","简装","高楼层(共6层)","1981","板楼","230","58"
"恒安小区","2室1厅","55.02","https://sh.ke.com/chengjiao/107108742629.html","2024.02.27","255","46347","南","精装","高楼层(共6层)","1989","板楼","270","70"
"平保小区","1室0厅","34.92","https://sh.ke.com/chengjiao/107107311714.html","2024.02.26","155","44388","南","精装","中楼层(共6层)","1993","板楼","158","262"
"共康四村","2室1厅","67.64","https://sh.ke.com/chengjiao/107108736434.html","2024.02.26","270","39918","南","简装","低楼层(共6层)","1995","板楼","283","70"
"岭南路700弄","2室1厅","44.83","https://sh.ke.com/chengjiao/107107628296.html","2024.02.25","200","44613","南","精装","高楼层(共6层)","1989","板楼","230","218"
"曲沃小区","2室1厅","43.92","https://sh.ke.com/chengjiao/107108173896.html","2024.02.25","181","41212","南","简装","高楼层(共6层)","1997","板楼","200","144"
"临汾花园","2室1厅","69.81","https://sh.ke.com/chengjiao/107108907218.html","2024.02.24","330","47272","南 北","简装","高楼层(共6层)","1997","板楼","340","43"
"彭新小区","1室1厅","34.36","https://sh.ke.com/chengjiao/107107954420.html","2024.02.21","170","49477","南 北","简装","高楼层(共6层)","1984","板楼","180","171"
"泉灵小区","1室1厅","42.73","https://sh.ke.com/chengjiao/107108562097.html","2024.02.19","185","43296","南","精装","高楼层(共6层)","1995","板楼","205","87"
"兴泉小区","2室1厅","60.46","https://sh.ke.com/chengjiao/107107451182.html","2024.02.08","263.8","43633","南","精装","高楼层(共6层)","1996","板楼","298","225"
"彭豪公寓","2室1厅","55.05","https://sh.ke.com/chengjiao/107108566540.html","2024.02.06","226","41054","南","简装","高楼层(共6层)","1996","板楼","245","74"
"阳景小区","1室0厅","33.17","https://sh.ke.com/chengjiao/107108674499.html","2024.01.30","138","41604","南","精装","低楼层(共6层)","1993","板楼","149","52"
"平顺小区","2室0厅","43.06","https://sh.ke.com/chengjiao/107108969751.html","2024.01.27","212","49234","南","简装","中楼层(共6层)","1985","板楼","225","3"
"共康三村","2室1厅","57.91","https://sh.ke.com/chengjiao/107108634068.html","2024.01.27","267","46107","南","简装","低楼层(共6层)","1995","板楼","272","54"
"阳曲路470弄","2室1厅","45.66","https://sh.ke.com/chengjiao/107107827020.html","2024.01.20","209.5","45883","南","毛坯","低楼层(共6层)","1992","板楼","215","154"
"平顺小区","2室1厅","43.24","https://sh.ke.com/chengjiao/107108853818.html","2024.01.19","193","44635","南 北","精装","中楼层(共6层)","1986","板楼","200","14"
"临汾路1515弄","3室1厅","71.93","https://sh.ke.com/chengjiao/107108143587.html","2024.01.17","348","48381","南","毛坯","低楼层(共6层)","1995","板塔结合","385","112"
"阳曲小区","1室1厅","44.24","https://sh.ke.com/chengjiao/107108025479.html","2024.01.14","215","48599","南","精装","高楼层(共6层)","1988","板楼","220","124"
"阳曲路650弄","2室0厅","44.44","https://sh.ke.com/chengjiao/107107204601.html","2024.01.14","235","52881","南 北","精装","低楼层(共6层)","1994","板楼","260","234"
"临汾路1060弄","2室1厅","64.83","https://sh.ke.com/chengjiao/107108898826.html","2024.01.14","303","46738","南","精装","高楼层(共6层)","1989","板楼","318","2"
"临汾小区","1室1厅","43.35","https://sh.ke.com/chengjiao/107108720855.html","2024.01.14","195","44983","南","精装","高楼层(共6层)","1987","板楼","199","29"
"彭新小区","1室1厅","42.39","https://sh.ke.com/chengjiao/107108166793.html","2024.01.13","185","43643","南","简装","中楼层(共6层)","1984","板楼","185","103"
"泉灵小区","2室1厅","59.39","https://sh.ke.com/chengjiao/107108177877.html","2024.01.13","241","40580","南","精装","高楼层(共6层)","1995","板楼","259","101"
"瑞和家园","2室1厅","95.38","https://sh.ke.com/chengjiao/107106447468.html","2024.01.12","534","55987","南","精装","高楼层(共6层)","2005","板楼","560","338"
"彭新小区","2室0厅","44.26","https://sh.ke.com/chengjiao/107108852600.html","2024.01.12","232","52418","南","精装","低楼层(共6层)","1984","板楼","236","8"
"三泉路332弄","2室1厅","63.21","https://sh.ke.com/chengjiao/107108845392.html","2024.01.11","302","47778","南","简装","低楼层(共6层)","1990","板楼","310","8"
"汾西小区","1室0厅","34.68","https://sh.ke.com/chengjiao/107108681852.html","2024.01.08","138","39793","南","简装","中楼层(共6层)","1993","板楼","155","29"
"保德路425弄","2室1厅","53.89","https://sh.ke.com/chengjiao/107107932218.html","2024.01.07","257.5","47783","南","简装","中楼层(共6层)","1988","板楼","260","128"
"和源名城","2室1厅","75.35","https://sh.ke.com/chengjiao/107107114664.html","2024.01.05","333.5","44261","南","简装","低楼层(共32层)","2016","板楼","360","238"
"康泉小区","1室1厅","42.25","https://sh.ke.com/chengjiao/107108248305.html","2024.01.04","165","39054","南","精装","高楼层(共6层)","1993","板楼","198","83"
"阳曲小区","2室1厅","57.6","https://sh.ke.com/chengjiao/107108652936.html","2024.01.03","275","47744","南","简装","低楼层(共6层)","1988","板楼","300","27"
"康泉小区","1室1厅","46.57","https://sh.ke.com/chengjiao/107108281204.html","2024.01.01","190","40799","南","精装","中楼层(共6层)","1995","板楼","200","76"
"临汾路1515弄","1室1厅","42.61","https://sh.ke.com/chengjiao/107107893828.html","2024.01.01","175","41071","南","精装","高楼层(共6层)","1995","板塔结合","185","126"
"兴泉小区","1室1厅","41.59","https://sh.ke.com/chengjiao/107108822698.html","2023.12.30","","","南","其他","高楼层(共6层)","1995","板楼","N/A","N/A"
"阳景小区","2室1厅","64.87","https://sh.ke.com/chengjiao/107108622196.html","2023.12.27","288","44397","南","精装","中楼层(共6层)","1989","板楼","295","25"
"彭五小区","1室1厅","32.71","https://sh.ke.com/chengjiao/107108330882.html","2023.12.26","156","47692","南","简装","中楼层(共5层)","1978","板楼","172","64"
"平顺小区","1室1厅","42.07","https://sh.ke.com/chengjiao/107108024666.html","2023.12.25","155","36844","南","简装","低楼层(共6层)","1985","板楼","170","104"
"岭南路100弄","2室1厅","77.28","https://sh.ke.com/chengjiao/107108144557.html","2023.12.24","310","40114","南","简装","高楼层(共6层)","1988","板楼","330","88"
"阳景小区","2室1厅","52.46","https://sh.ke.com/chengjiao/107108666967.html","2023.12.24","200","38125","南","简装","高楼层(共6层)","1993","板楼","230","16"
"和新小区","1室1厅","40.3","https://sh.ke.com/chengjiao/107107961106.html","2023.12.24","152","37718","南","简装","高楼层(共5层)","1975","板楼","157","111"
"彭三小区","1室1厅","41.65","https://sh.ke.com/chengjiao/107107713964.html","2023.12.23","231","55463","南","简装","中楼层(共7层)","2010","板楼","245","142"
"彭新小区","2室0厅","47.37","https://sh.ke.com/chengjiao/107108172156.html","2023.12.23","237","50032","南","精装","低楼层(共6层)","1984","板楼","260","81"
"绿泉公寓","4室2厅","127.31","https://sh.ke.com/chengjiao/107107233661.html","2023.12.23","750","58912","南","精装","高楼层(共7层)","2001","板楼","780","207"
"彭新小区","2室0厅","41.96","https://sh.ke.com/chengjiao/107107576400.html","2023.12.20","187","44567","南","简装","高楼层(共6层)","1985","板楼","195","158"
